trial_id,participant_id,chain_id,domain,message,chain_pos,condition,abstractions_lm,concrete_recipes_lm,positive_valence_lm,negative_valence_lm,policy_lm,dynamics_lm,avoidance_lm
90,54,8,cooking,let him cook. dont overcomplicate. take 60,1.0,chain,True,False,False,False,True,False,False
95,74,45,animals,"Combine two of the four animals after aging them a few times (or max,) then with those two you combined add a couple mutations. Repeat for the other two animals left.",1.0,chain,True,False,False,False,True,False,False
97,74,24,decorations,Don't use the scissors on everything. Try to think about making an arts and craft frame to try and help.,1.0,chain,True,False,False,False,True,False,True
98,74,11,cooking,Cook everything you use. Don't combine everything though.,1.0,chain,True,False,False,False,True,False,True
99,74,67,potions,Filter non-solids. Vial the solids. Combine the ones that seem more alike.,1.0,chain,True,False,False,False,True,False,False
105,98,52,animals,"Difficult to find a pattern. The catalyst always seemed to result in negative points. Combining animals I was unable to find a helpful pattern. Using growth 2 or 3 times seemed to result in some negative points. I started deciding to just leave the animals separated and give them only one growth, otherwise, I would end up with negative points as my score.",1.0,chain,True,False,False,True,True,True,True
108,107,60,animals,mutation isnt reliable. Overgrowth is bad. No real world application.,1.0,chain,True,False,False,False,False,True,True
111,98,6,cooking,"I would suggest not trying to over complicate things. And some recipes are strange, but high value, such as cooked mushroom-beet sandwich for 60 points. Combining or cooking too much usually turns it into zero points.",1.0,chain,True,True,False,False,True,True,True
112,107,66,potions,Use filter for liquids. Use vial for solids. only combine two finished items not 3.,2.0,chain,True,False,False,False,True,False,True
113,109,7,cooking,"Here are tips for several different rounds to maximize your points:  
Grab the beans but don't soak them, just cook them

Soak rice in water and then cook on stove

Then, combine the cooked beans with the soaked rice

Cook the bacon with stove. Then, put bread on TOP of bacon

Cook fish on stove. Then, add fresh mushrooms but don't cook them. Then, add corn on top of fish and mushroom

Cook egg on stove. Then cook potato separately with stove. Then, place potato on top of egg.

Cook beans, potatoes and mushrooms separately with stove. Then, place potatoes on top of beans. Then, place mushrooms on top of potatoes",1.0,chain,False,True,True,False,True,False,False
115,101,12,cooking,"use stove, pepper, raw beef.

grain and water are spoilers",2.0,chain,False,True,False,False,True,False,True
118,98,65,potions,"It is very confusing to figure this one out. I would suggest keeping it simple. Keep at least one item worth 30 points on the board. I wasn't able to figure out the pattern, sometimes extractions fail and I gave up on filtering because it kept ruining some times. I stuck 30 points most rounds by being cautious to avoid getting zero points.",1.0,chain,True,False,False,True,True,True,True
119,101,49,animals,avoid mutation catalyst and the trout and make sure you dont combine everything,2.0,chain,True,False,False,True,True,False,True
121,107,6,cooking,Some real world application. cook raw foods. Cook veggies. i stpped at mixing 3 items.,2.0,chain,True,False,False,False,True,False,True
124,109,37,decorations,"You can only place ONE item in frame or it ruins the frame and you get a negative score.  So, place ribbons, sunflower, leaf or mushroom on top of frame by themselves.",2.0,chain,True,True,False,True,True,True,True
125,121,1,cooking,"Use stove not water. Use combo of veggie, protein, and grain. Don't use more than 3 ingredients",2.0,chain,False,False,False,False,True,False,True
128,109,47,animals,"Mutation barely ever is good.  Also, putting growth serum on panda, whale, lion, kangaroo, snake, elephant. zebra or shark produces most points",2.0,chain,True,True,True,False,True,True,False
129,101,35,decorations,simply cut and frame items. do not include everything. be realistic,2.0,chain,True,False,False,False,True,False,True
130,98,21,decorations,"Group cut-able objects together and add scissors. Then group non cut-able objects together with frame.

Do not combine more than 2 objects before cutting or framing. If I had 3 cuttable items, I used one with a non cuttable item.",2.0,chain,True,False,False,False,True,False,True
131,107,26,decorations,"1st user: Don't overmix!!! Use your best logic (cut paper, soft with soft, etc). 2nd user: Mixing isnt working well. Hard to figure combos. Cut items seem to match. Most i got was 50 using only cut items. Experiment with soft items so you can add feedback for the next person.",2.0,chain,True,False,False,True,True,False,True
132,121,68,potions,"most liquids can be filtered, and solids can be extracted with vial. Do that first.. Similar themes go well together. (unicorn +rose or basilisk + batwing)",2.0,chain,True,True,False,False,True,False,False
134,109,77,potions,"The best combo is 2 liquid and then put the filter on top of them.  If a round doesn't have 2 liquids, put filter on top of single liquid.",2.0,chain,True,False,True,False,True,True,False
135,101,66,potions,Use filter for liquids and gas. Use vial for solids. only combine two finished items not 3.,1.0,chain,True,False,False,False,True,False,False
137,121,58,animals,"Combine 3

2 mutant catalyst

growth 1

No large animals in the combo.",1.0,chain,True,False,False,False,True,False,True
139,126,54,animals,Do not use the mutation catalyst,2.0,chain,True,False,False,False,True,False,True
142,126,38,decorations,"Frame comes last, try that",1.0,chain,True,False,False,False,True,False,False
143,121,40,decorations,"cut hard things twice soft things once

artificial + natural then + frame

OR

soft artificial + soft natural + frame

Cut before combining.",1.0,chain,False,False,False,False,True,False,False
144,126,78,potions,use no more than 2 ingredients,1.0,chain,False,False,False,False,True,False,True
147,126,2,cooking,"cook things that would go together in real life, one at a time then combine",2.0,chain,False,False,False,False,True,False,False
151,141,25,decorations,combine the scissors with things you can cut,1.0,chain,True,False,False,False,True,False,False
153,141,69,potions,The objects always have the same reaction with either item use the viaL THE MOST,2.0,chain,True,False,False,False,True,True,False
155,141,57,animals,It is more favorable in the long run to combine two animals that are from the same environment and not use the mutation. COMBINE,2.0,chain,True,False,False,False,True,False,True
156,141,17,cooking,This one is easy...just don't get too complicated. DONT USE FISH,2.0,chain,True,False,False,True,True,False,True
160,153,3,cooking,"I did not solve this puzzle. Max I got was 80 points.
There is meat, protein, vegetable, and grain. 4 ingredients will overcomplicate your dish, only use 3 ingredients.

You can make all kinds of dishes: salads, sandwiches, skillet, medley, tortillas, stew. I did not explore stew much. Soaking the beans and rice didn't do much but maybe I did it in the wrong order.

Cooked protein/meat + cooked vegetable + grain = 80
Cooked meat + cooked vegetable + cooked vegetable = 80
Cooked vegetable + cooked vegetable + cooked rice = 80",2.0,chain,True,False,False,True,True,True,True
162,150,9,cooking,Cook what you would eat.,2.0,chain,False,False,False,False,True,False,False
163,156,25,decorations,combine the scissors with things you can cut,2.0,chain,False,False,False,False,True,False,False
165,153,74,potions,"Vial for extract, filter for filter. Combine the best outcome extract with the best outcome filter for most of the highest-scoring results. There are some exceptions, such as one where 2 extracts can be combined.",2.0,chain,True,False,True,False,True,False,False
166,150,31,decorations,Try combining natural and artificial soft first then cut to get 80,2.0,chain,True,False,False,False,True,False,False
169,156,41,animals,try mutating twice then grow on one animal. then mess with combining. i had no idea what was deciding points,2.0,chain,False,False,False,True,True,False,False
170,150,45,animals,"Combine two of the four animals after aging them a few times (or max,) then with those two you combined add a couple mutations. Repeat for the other two animals left.",2.0,chain,True,False,False,False,True,True,False
171,153,58,animals,I didn't good on this one.,2.0,chain,False,False,False,True,False,False,False
173,164,19,cooking,"Don't cook twice, 3 combinations at most for the highest score and be very careful not to mix wrong ingredients.",2.0,chain,True,False,False,False,True,False,True
174,156,70,potions,"don't over-combine
don't combine similar elements (flowers and flowers) together",2.0,chain,True,False,False,False,True,False,True
175,153,22,decorations,dont use frame,2.0,chain,True,False,False,False,True,False,True
176,150,75,potions,Knowing what to mix is hard. Just be careful with filtering,2.0,chain,False,False,False,False,False,False,True
177,164,50,animals,Stay away from the mutation and be very observant.,2.0,chain,True,False,False,False,False,False,True
178,168,62,potions,"vial extracts. sometimes vial twice works. filter bad stuff (ink, poison). vial good things, then add the vial and filtered together. always leave an element to get points if you screw everything else up use the filter more to gain more points",2.0,chain,True,False,False,False,True,True,True
179,156,11,cooking,Cook everything you use. Don't combine everything though.,2.0,chain,False,False,False,False,True,False,True
180,175,78,potions,Combine only 2 ingredients that have both been successfully filtered or vialed (but not both),2.0,chain,True,False,False,False,True,False,False
181,170,16,cooking,"Cooking something twice doesn't make it better, and most times will make it negative. I tried making a BLT and it was marked as overcomplicated, so try and stick to only 3 ingredients mixed together.",2.0,chain,True,False,False,True,True,True,True
182,164,24,decorations,Don't use the scissors on everything. Try to think about making an arts and craft frame try to be creative.,2.0,chain,False,False,False,False,True,False,True
184,168,5,cooking,"Use stove on all ingredients. Ingredients that don't benefit from stove you can use water on. Combine 3 of the highest rated ingredients, 2 should have used stove, and one should have used water. Ignore the 4th ingredient.Tkae the highest and watch adding together sometimes you will get nothing",2.0,chain,True,False,False,True,True,False,False
186,170,55,animals,You can individually get each creature high by doing mutant>growth>mutant>growth. After doing that you can combine up to 3 of them. I haven't figured out how to combine all 4.,2.0,chain,True,False,False,False,True,True,False
187,168,40,decorations,"cut hard things twice soft things once

artificial + natural then + frame

OR

soft artificial + soft natural + frame

Cut before combining.Always do the soft one first",2.0,chain,True,False,False,False,True,False,False
188,175,32,decorations,Scissors seemed to do better on softer objects. Using them on harder objects just seemed to result in negatives. Framing seemed very mixed in terms of results and often resulted in huge losses except when score was already high (60+).,2.0,chain,True,False,False,True,False,True,False
189,164,72,potions,Filter things that aren't solid and then combine those filtered items. Be very careful.,2.0,chain,True,False,False,False,True,False,False
190,168,44,animals,You can combine up to three. You can use the growth serum multiple times on the same animal.sometimes you will 0,2.0,chain,True,False,False,True,True,True,False
192,170,34,decorations,"Be satisfied with a positive outcome even if its not 100. Hold down onto ingredients once you cut or framed theme to understand if they are artifical, natural, soft or hard.",2.0,chain,True,False,False,False,True,False,False
193,175,8,cooking,Think about recipes of actual food (what you would cook/combine and how you would make it). I never managed above 60.,2.0,chain,False,False,False,True,True,False,False
194,170,79,potions,The vial and filter do not work together,2.0,chain,False,False,False,False,False,True,False
195,175,48,animals,A land + air + water animal and 2 growth always seemed to give me 40+. Struggled to get over 50. Mutation potion seemed to always leave me in the negative.,2.0,chain,True,False,True,True,False,True,False
198,180,36,decorations,"Use 2 scissors on hard objects, 1 on soft. Then combine two and frame. Combine 2 natural soft then frame, or a natural soft and artificial hard for best results.",2.0,chain,True,False,True,False,True,False,False
199,182,38,decorations,Adding the frame last seems to work best,2.0,chain,False,False,False,False,True,False,False
200,185,27,decorations,cut hard material and combine with cut soft material; then frame it but don't combine two frames in any configuration,2.0,chain,True,False,False,False,True,False,True
203,180,4,cooking,"Cook proteins, soak things like rice, beans, and wheat and then cook them. Cook veggies, then combine cooked protein, grain, and one veggie at most.",2.0,chain,True,False,False,False,True,False,False
204,182,65,potions,It was much harder to figure out the right combinations. I was only able to get 30 on some combinations. Don't overthink it too much,2.0,chain,False,False,False,True,True,False,False
205,185,60,animals,"mutation isnt reliable. grow two large animals and then combine if you can, it's gangbusters. No real world application.",2.0,chain,True,False,True,False,True,True,False
206,180,59,animals,"Avoid overly mutating combinations, sometimes two is alright. Focus more on growth, do three growths on combos of small animals, no more than one on those with two large animals.",2.0,chain,True,False,False,False,True,False,True
207,182,13,cooking,"I couldn't find any combinations that gave me above 40. I made the following:
- cooked bacon and potato hash 
- cooked soaked tortilla lettuce wrap
- cooked egg beet medley
- cooked bacon vegetable medley
- cooked tomato wheat",2.0,chain,False,True,False,True,False,False,False
208,185,10,cooking,"This round was fun. Just make good dishes. As you would in real life from the pantry. / here's a recipe I thought was tasty: if you combine two vegs (in name not necc. tag?) cook them and combine with a cooked meat, that resulting medley is pretty fat score-wise, give it a wallop",2.0,chain,False,False,True,False,True,False,False
209,180,76,potions,"Use your judgement to test each item with the vial or filter. Combine two that were successful, but lean away from combining mundane and magical items.",2.0,chain,True,False,False,False,True,False,True
210,185,64,potions,"vial will give you an extract try to make good sounding ""____ extract"" terms in ur head; if you get two good extract combine those thangs, I got a wizard phd (100points) for my mandrake-amber elixir so im your professor ok? if you fuck that up filtering fumes is an okay hedge maybe. don't use tools on your kraken ink you'll spill it everywhere and *don't get too complicated*!!!",2.0,chain,False,False,True,False,True,False,True
211,182,46,animals,It is best to use growth serum before mutating,2.0,chain,True,False,False,False,True,False,False
213,189,18,cooking,"water is useless. Also do not over complicate things. Only add thigs that make sense, it deducts points if you try to create anything new",2.0,chain,True,False,False,False,True,True,True
214,189,63,potions,"Don't touch the vial...its worthless. Nothing works, nothing. Liquid gas solid, doesnt matter. Nothing goes to gather, i tried every single combo",2.0,chain,False,False,False,True,False,True,True
215,189,33,decorations,Knowing which soft or hard decorations to combine is important . The items that go together make sense in this one.,2.0,chain,True,False,False,False,False,False,False
216,189,51,animals,use first item. The growth serum works with everything,2.0,chain,True,False,False,False,True,False,False
220,195,52,animals,"You should use growth serum only once on each and just submit. I found that when combining them sometimes it worked out, but I never got that many points. I got maybe around 5-15 but for the most part I really struggled with getting any points at all. Be less experimental and you will earn more points.",2.0,chain,True,False,False,True,True,False,False
223,195,71,potions,I do not really have much advice. I didn't get many points. My best round was 60 points and that was when I just mixed things together excessively.,2.0,chain,False,False,False,True,False,False,False
224,195,29,decorations,"Combine what would look nice as a picture on the wall. Do not use thread, it lowers your points. Just combine two ingredients you think would look nice together and then frame them.",2.0,chain,False,False,False,False,True,False,True
229,195,7,cooking,"Here are tips for several different rounds to maximize your points:  
Grab the beans but don't soak them, just cook them

Soak rice in water and then cook on stove

Then, combine the cooked beans with the soaked rice

Cook the bacon with stove. Then, put bread on TOP of bacon

Cook fish on stove. Then, add fresh mushrooms but don't cook them. Then, add corn on top of fish and mushroom

Cook egg on stove. Then cook potato separately with stove. Then, place potato on top of egg.

Cook beans, potatoes and mushrooms separately with stove. Then, place potatoes on top of beans. Then, place mushrooms on top of potatoes",2.0,chain,False,True,True,False,True,True,False
231,207,30,decorations,Cutting something twice can make it finely cut if cutting it once is negative. Combine two finely cut or regularly cut items and then frame them. Try to aim for 25 points per each item,2.0,chain,True,False,True,False,True,True,False
233,206,61,potions,"everything works well together and makes logical sense. Just trust your intuition, it will all work out.",2.0,chain,True,False,True,False,True,False,False
235,207,14,cooking,"You should not add stove and water together. And also raw food are best for the stove. Items may be 0, but when combined they could equal a higher score.",2.0,chain,True,False,True,False,True,True,True
236,206,43,animals,Don't overmix!! Play with a few things and keep moving. Also don't do more then 3 animals together.,2.0,chain,True,False,False,False,True,False,True
237,210,42,animals,"Combine like creatures together (small, medium, large)
Use the growth serum, but only once or twice.   Too often and you overdo it.  Mutation catalyst seems to immediately cause negatives.",2.0,chain,True,False,False,True,True,True,True
239,206,20,cooking,just cook things you normally would in real life,2.0,chain,True,False,False,False,True,False,False
241,207,67,potions,"Filter non-solids. Vial the solids. Combine the ones that seem more alike. One filtered non-solid, and one vial of solid added together becomes a higher score.",2.0,chain,True,False,True,False,True,True,False
242,206,28,decorations,dont overcomplicate things. also use cardboard,2.0,chain,False,False,False,False,True,False,True
243,210,80,potions,"Don't overdo it or it will be too complicated
Vials work best with solids, filters with liquids
Filter items before combining

Don't combine more than 2, it becomes overcomplicated

dont use vial for gas",2.0,chain,True,False,False,False,True,False,True
244,207,53,animals,"Knowing when to use the catalyst and the growth serum is very important. Mix around the options, even if you go negative for score.. maybe adding more will make the score higher",2.0,chain,True,False,False,False,True,False,False
246,205,17,cooking,Try to combine ingredients that you would actually cook together.,3.0,chain,True,False,False,False,True,False,False
248,210,39,decorations,"Always frame last as combining something already framed will break the frame.
Don't do too much - it makes things overcomplicated and those combinations lose points.

Don't cut wood or hard things",2.0,chain,True,False,False,False,True,True,True
249,205,22,decorations,Add the frame last.,3.0,chain,False,False,False,False,True,False,False
250,215,56,animals,Mutant will not do anything. Try combining those animals and use the growth serum instead.,2.0,chain,True,False,False,False,True,False,False
253,218,15,cooking,"stove beef with soaked veggie
beef corn potato stove
beet egg bread sandwich oven all",2.0,chain,False,True,False,False,True,False,False
254,220,16,cooking,"Cooking something twice doesn't make it better, and most times will make it negative. I tried making a BLT and it was marked as overcomplicated, so try and stick to only 3 ingredients mixed together. Cook the ingredients",3.0,chain,True,False,False,True,True,True,True
255,193,73,potions,"Vial plus magical, then filter plus mundane.
Combine those two products for 100",2.0,chain,True,False,True,False,True,False,False
256,209,33,decorations,Knowing which soft or hard decorations to combine is important . The items that go together make sense in this one.,3.0,chain,True,False,False,False,True,False,False
257,205,59,animals,Don't add more than 2 animals together.,3.0,chain,True,False,False,False,True,False,True
258,210,20,cooking,"just cook things you normally would in real life
Don't cook soaked things. In fact, using water seems to be counterproductive.",3.0,chain,False,False,False,False,True,False,True
259,223,37,decorations,"You can only place ONE item in frame or it ruins the frame and you get a negative score.  So, place ribbons, sunflower, leaf or mushroom on top of frame by themselves.",3.0,chain,True,False,False,True,True,True,True
260,215,9,cooking,Cook what you would eat. Just mix 2 or 3 ingredients.,3.0,chain,True,False,False,False,True,False,False
261,220,69,potions,The objects always have the same reaction with either item use the vial on items and then combine the potions that work,3.0,chain,True,False,False,False,True,False,False
262,205,76,potions,"Choose 1 ingredient and then vial or filter, before choosing another ingredient.",3.0,chain,True,False,False,False,True,False,False
263,218,30,decorations,"Cutting something twice can make it finely cut if cutting it once is negative. Combine two finely cut or regularly cut items and then frame them. Try to aim for 25 points per each item
Any two 25 point items together framed",3.0,chain,True,False,True,False,True,True,False
265,215,23,decorations,Careful combining ingredients with frame. Use scissors with items that make sense. Cut flowers and ribbon before combining them.,2.0,chain,True,False,False,False,True,False,True
267,223,1,cooking,"Use stove not water. Use combo of veggie, protein, and grain. Don't use more than 3 ingredients",3.0,chain,True,False,False,False,True,False,True
268,215,64,potions,", I got 100points for my mandrake-amber-vial. Don't use tools on your kraken ink and don't get too complicated.",3.0,chain,False,True,True,False,True,True,True
269,220,27,decorations,Cut the items before you combine and then frame it,3.0,chain,False,False,False,False,True,False,False
270,209,43,animals,"Don't overmix!! Play with a few things and keep moving. Also, don't do more than 3 animals together. Growth Serum is more successful.",3.0,chain,True,False,True,False,True,True,True
271,211,73,potions,"Solid ingredients fail being filtered. Vial + solid item. Liquid or gas item+ filter. Combine both = 100

Combine one magical with one mundane for best results",3.0,chain,True,False,True,False,True,False,False
272,218,61,potions,"everything works well together and makes logical sense. Just trust your intuition, it will all work out.
filter first, then combine, don't use vial",3.0,chain,True,False,True,False,True,False,True
273,220,44,animals,You can combine up to three. You can use the growth serum multiple times on the same animal but it may turn negative.,3.0,chain,True,False,False,True,True,True,False
274,218,46,animals,"It is best to use growth serum before mutating
zebra shark growth serum",3.0,chain,True,True,False,False,True,False,False
275,223,70,potions,"don't over-combine
don't combine similar elements (flowers and flowers) together",3.0,chain,True,False,False,False,True,False,True
276,209,2,cooking,"cook things that would go together in real life, one at a time then combine. The stove is more successful.",3.0,chain,True,False,False,False,True,False,False
277,223,41,animals,"don't over combine. 
just two animals are okay and they should animals that lives on land and air.",3.0,chain,True,False,False,False,True,False,True
278,211,12,cooking,"3 ingredients max, one of each: protein, vegetable, and grain. I combined vegetable with protein, then used stove then combined with grain. Water lowers score. Was only able to get max of 80",3.0,chain,True,False,False,True,True,True,True
280,231,56,animals,Mutant will not do anything. Try combining those animals and use the growth serum instead.  Do 3 instead of 4 animals.,3.0,chain,True,False,False,False,True,True,True
282,231,21,decorations,"Group cut-able objects together and add scissors. Then group non cut-able objects together with frame.

Do not combine more than 2 objects before cutting or framing. If I had 3 cuttable items, I used one with a non cuttable item.
I put the hardest objects together or softest",3.0,chain,True,False,False,False,True,False,True
283,231,10,cooking,"This round was fun. Just make good dishes. As you would in real life from the pantry. / here's a recipe I thought was tasty: if you combine two vegs (in name not necc. tag?) cook them and combine with a cooked meat, that resulting medley is pretty fat score-wise, give it a wallop.  Water didn't help",3.0,chain,True,False,True,False,True,False,False
285,234,60,animals,Try different combinations and don't use the multiplier too often.,3.0,chain,True,False,False,False,True,False,True
286,231,74,potions,"Vial for extract, filter for filter. Combine the best outcome extract with the best outcome filter for most of the highest-scoring results. There are some exceptions, such as one where 2 extracts can be combined.

It seemed like a lot worked here.  It will look bad, like -60, then add vial and it goes to 100",3.0,chain,True,False,True,True,True,True,False
287,234,34,decorations,Make sure to combine multiple of the same instrument to get a higher score,3.0,chain,True,False,False,False,True,False,False
